title,address,totalScore,categories,location,Jarak_KampusC,Jarak_KampusB,Jarak_KampusA
Kedai MID,"Jl. Klampis Ngasem No.37, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Kafe,"{'lat': -7.287918, 'lng': 112.77419}",2.3394889422371623,1.9411220670129024,1.8229227490393825
Kedai Rino Wengi,"Jl. Keputih Tegal No.25, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2934959, 'lng': 112.8016071}",3.2307587899997054,4.380111852818088,4.6651147574904535
Kedai Dulur Dewe,"PQ99+5Q3, Jalan, Manyar Sabrangan, Mulyorejo, Surabaya, East Java 60116, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2821312, 'lng': 112.7694102}",2.1891082384254323,1.206255300181761,0.9915426007153505
KEDAI Pi-toe Pi-toe,"Jl. Mojo Kidul No.77, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2689577, 'lng': 112.7674286}",1.9178655017554416,0.3011927371824721,0.8524482936193274
Kedai Letole,"Jl. Kejawan Gebang Keputih Gg. I No.21, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Kedai Kopi Restoran,"{'lat': -7.2867791, 'lng': 112.8000144}",2.5343172350176273,3.849181031558903,4.228774927711368
KEDAI DO'A IBU,"Jl. Kaliwaron No.60, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2634627, 'lng': 112.7675029}",2.0300547113381877,0.8831354956418838,1.4129252467263766
Kedai Ciamso 2.0,"79, Jl. Raya Dharma Husada Indah No.D-6, RT.003/RW.09, Mulyorejo, Surabaya, East Java 60115, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2753969, 'lng': 112.773216}",1.4261321272979086,0.6669209446314435,1.082763788058887
Kedai ORI Manyar,"Jl. Manyar Tirtoyoso No.90, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Kafe Restoran,"{'lat': -7.2893462, 'lng': 112.770359}",2.703589894684888,2.0140028666660257,1.7203528093686808
Kedai ButonG,"Jl. Keputih Tegal Timur No.C - 17, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.1,Kedai Kopi,"{'lat': -7.2924635, 'lng': 112.8108403}",3.828377905843703,5.199943795858404,5.562160005859723
Pangsit Mie Ayam Tuban,"Jl. Deles No.9H, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Restoran Mie,"{'lat': -7.2907719, 'lng': 112.7798511}",2.4058341887090307,2.4847064745592586,2.4852040776233184
Mie Gever 25,"Jl. Raya Menur No.76, RT.008/RW.10, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.4,Restoran Mie,"{'lat': -7.2802869, 'lng': 112.7620599}",2.770749367159568,1.2455074079047508,0.5524220265648455
MIE REDJO KTT,"A7/43, Jl. Keputih Tegal Timur, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Restoran Mie,"{'lat': -7.2912418, 'lng': 112.8046768}",3.247184551069132,4.536084135049088,4.8776439503124
Pangsit Mie Ayam Jakarta Bu Tin,"Jl. Gebang Lor No.36, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Restoran Mie,"{'lat': -7.281648, 'lng': 112.787109}",1.3527496230063334,2.3242776698502605,2.702959798238388
MIE ADONAI,"Jl. Sutorejo Tengah II No.30, Dukuh Sutorejo, Mulyorejo, Surabaya, Surabaya East, 60113, Indonesia",4.5,Restoran Mie Restoran Masakan Ayam Restoran Jawa Restoran Nasi Goreng,"{'lat': -7.2669994, 'lng': 112.7922336}",0.8731976083702496,2.6286224293459517,3.3178620571207427
MIE DHOHO,"Jl. Wisma Permai II No.1, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.6,Restoran Mie,"{'lat': -7.2752797, 'lng': 112.7901058}",0.8528992370592643,2.391338989454399,2.945747341312529
Comfy Laundry & Cafe,"Jl. Dharmawangsa No.98A, RT.009/RW04, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,Binatu Kafe,"{'lat': -7.2742149, 'lng': 112.756122}",3.2027944267007333,1.4354611948617837,0.8153822655860646
Manna Cafe,"Jl. Nginden Semolo No.101 kav. 24, Menur Pumpungan, Sukolilo, Surabaya, East Java 60118, Indonesia",4.5,Kafe Restoran Nasi Goreng Restoran Mie,"{'lat': -7.299748, 'lng': 112.7715872}",3.645186850691881,3.1781807643363686,2.8434588029396966
Cafe 18,"No, Jl. Arief Rahman Hakim No.14, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",5.0,Kafe,"{'lat': -7.2900059, 'lng': 112.7748119}",2.5123441250200917,2.1831453325854637,2.0459889473135986
"Konoae Warung A La Cafe, Klampis Ngasem","Jl. Klampis Ngasem IV No.39, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Kafe,"{'lat': -7.2840839, 'lng': 112.7757231}",1.886927871158422,1.6136251784925881,1.6608830324643205
Café Airlangga,"Kampus C Universitas Airlangga, Universitas Airlangga (Dukuh Sutorejo), Mulyorejo, Surabaya, East Java 60115, Indonesia",4.7,Kafe Kafetaria,"{'lat': -7.2685051, 'lng': 112.7850729}",0.1362340823269277,1.8216262646832388,2.5138874709123167
Aume Cafe,"Jl. Sutorejo Tengah XIII No.40, Dukuh Sutorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60113, Indonesia",5.0,Kedai Kopi,"{'lat': -7.265141, 'lng': 112.792115}",0.9528933760443076,2.6613094005085824,3.370247183348597
cafe K3 coffeety first,"Jl. Semolowaru No.128, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Kafe,"{'lat': -7.300716, 'lng': 112.777952}",3.5305677149918075,3.423134691299049,3.2307853738381316
Nio Billiard & Cafe,"Atlas sport club, Jl. Dharmahusada Indah Barat III No.64-66, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Kafe Tempat Biliar,"{'lat': -7.2744885, 'lng': 112.7698916}",1.7284625968126184,0.3744324216007843,0.7248030133594692
Baskhara Cafe,"Jl. Manyar Jaya Praja I No.47, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Kafe,"{'lat': -7.298463, 'lng': 112.768874}",3.648944622556878,3.0204029924842017,2.6237844452605095
TERAS CAFE 73 (STMJ - KOPI - SUSU),"Jl. Manyar Sabrangan No.73, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",5.0,Kafe,"{'lat': -7.282282, 'lng': 112.7647332}",2.618459447046015,1.3009246801498713,0.7683283452516556
Cafe 94,"PRG3+9VV, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",5.0,Kafe,"{'lat': -7.2740192, 'lng': 112.8046701}",2.243691350614379,3.968027054732842,4.555068862402262
Homu Cafe,"Jl. Manyar Tirtoyoso Sel I No.mor 77, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.6,Kafe,"{'lat': -7.2883644, 'lng': 112.7726486}",2.470548432445689,1.9443808421118098,1.7569355981158814
BASS COFFEE & EATERY,"Jl. Pucang Jajar No.9, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,Kafe,"{'lat': -7.284227, 'lng': 112.7601505}",3.1624849264962003,1.7252108816804521,1.0344742518820746
Mesthi Cafe,"Jl. Raya Menur No.72, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.9,Kafe,"{'lat': -7.2803733, 'lng': 112.7620879}",2.772053279521115,1.2513990016285013,0.5608800444336103
CAFE HAUS,"Jl. Ngagel Jaya Indah No.C No.67, RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.3,Kafe,"{'lat': -7.2887267, 'lng': 112.7621944}",3.270013846283479,2.070209826536003,1.4767431397373165
Kedai MARTOREDJO,"Jl. Ngagel Tama No.31, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.9,Kedai Kopi,"{'lat': -7.289967, 'lng': 112.7579821}",3.718645093100511,2.394193939915991,1.7160684163032598
Kedai Zhuka,"Jl. Gebang Putih No.64, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Kedai Kopi,"{'lat': -7.2844954, 'lng': 112.7853012}",1.6461042368194683,2.337844209055934,2.61456873455107
Kedai Soekatjita Selaloe,"Jl. Bratang Wetan No.49/2-A, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2939585, 'lng': 112.7568772}",4.094080726711608,2.842065570911468,2.174934439014875
Kedai Kita,"Jl. Pucang Anom No.87, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2841898, 'lng': 112.7588602}",3.2836113366279402,1.8045185799882169,1.0883009622404505
Kedai Kopi Pancing Cak Wid,"Gubeng B Dalam Jl. Kertajaya No.2, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.7,Kedai Kopi Kafe Toko kopi,"{'lat': -7.2794868, 'lng': 112.7571054}",3.2427705924859604,1.5787901729975917,0.8237504402048434
Kedai Kopi Sedjalan,"Jl. Pumpungan V No.6, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2955618, 'lng': 112.7641981}",3.66514003342686,2.7451271673296604,2.232509622899689
Kedai Zoom,"Jl. Raya Nginden No.149, Baratajaya, Kec. Sukolilo, Surabaya, Jawa Timur 60284, Indonesia",4.6,Kedai Kopi Toko kopi,"{'lat': -7.3057377, 'lng': 112.7622295}",4.717536765479413,3.897275426195493,3.364761120887571
Depot Bu Rudy - Dharmahusada,"Jl. Dharmahusada No.144, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Restoran Indonesia Toko Roti Toko Suvenir Restoran Jawa Restoran,"{'lat': -7.2673802, 'lng': 112.770095}",1.6423672423178972,0.4586713698722961,1.1664152535722578
Depot 52 Prasmanan,"Jl. Arief Rahman Hakim No.52, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.3,Restoran Prasmanan Rumah Makan,"{'lat': -7.2901566, 'lng': 112.7971878}",2.6535022472879928,3.7683415888047924,4.067499674749483
Depot Klampis G-160,"PQ3H+VFJ, Jl. Klampis Anom II, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Restoran,"{'lat': -7.2952843, 'lng': 112.7786324}",2.925053029218775,2.8790056702475066,2.7680948801873035
Depot Pak Bas,"Jl. Mleto No.33B, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.3,Restoran Nasi Goreng Restoran Mie,"{'lat': -7.2815832, 'lng': 112.7720778}",1.9274599118346416,1.1992368573584764,1.172044758865905
Depot J-One,"Perumdos ITS, Blk. J No.1, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,Restoran Prasmanan Rumah Makan,"{'lat': -7.2874756, 'lng': 112.794552}",2.2502844606899304,3.3620076738409694,3.685027041413514
Depot,"Mutiara Food Festival Sf 5, Gg. 16 B No.12, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.0,Restoran,"{'lat': -7.2829173, 'lng': 112.8030718}",2.494341732391103,3.9947865021859106,4.452806012869526
Depot Family,"Jl. Klampis Jaya No.56, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Restoran,"{'lat': -7.2851575, 'lng': 112.7764858}",1.9481397562427731,1.7586891139437273,1.7990097913228689
Depot AA,"Jl. Raya Mulyosari No.115 A, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",5.0,Restoran Indonesia,"{'lat': -7.2655682, 'lng': 112.7961195}",1.3304077893078228,3.080047175228116,3.7741846326993786
Depot Tombo Luwe,"Jl. Arief Rahman Hakim No.52 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Restoran,"{'lat': -7.2900878, 'lng': 112.7972642}",2.6513069638516855,3.77110314201064,4.072168714689001
Depot Ratu,"Jl. Klampis Ngasem Jl. Klampis Ngasem Gg. Masjid No.1A, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",3.8,Restoran Indonesia,"{'lat': -7.2859542, 'lng': 112.7752038}",2.0945099691056797,1.7759771770884385,1.7453811646940276
Depot Ny Kim,"Perumahan Wisma Mukti Jl. Klampis Semolo Barat IX No.14 Blok L7, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,Restoran PesanBawa,"{'lat': -7.2977129, 'lng': 112.7745769}",3.3127073544672756,3.0053076724097907,2.7605204658495235
Depot Gang Djangkrik Manyar Kertoarjo Surabaya,"Jl. Manyar Kertoarjo No.104, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.5,Restoran China,"{'lat': -7.280685, 'lng': 112.770531}",1.9922530951805544,1.0608880391859796,0.9752212149502596
Depot Pawon Ijo,"Jl. Semolo Waru Selatan VIII No.17, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Restoran,"{'lat': -7.3025866, 'lng': 112.7762876}",3.7754355480427777,3.5755979812297585,3.3304746341449825
Depot 55,"Jl. Mulyorejo Tengah No.55, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",3.0,Restoran Kedai Sarapan  Makan Siang Restoran Indonesia,"{'lat': -7.2676421, 'lng': 112.7789189}",0.6878709559018399,1.187930563811686,1.9218567036725718
Depot Icha,"Sentra Kuliner Deles, Jl. Arief Rahman Hakim No.14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Rumah Makan,"{'lat': -7.2898809, 'lng': 112.7839877}",2.2458047023159513,2.6598912441211358,2.7773241843951553
Kedai Senja Kopi 2,"PQ6F+6P6, Gg. Tembusan, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2894205, 'lng': 112.7743289}",2.4783825745607118,2.1051738154317485,1.9618983369999758
Kedai Kopi Cengengesan,"Jl. Keputih Tegal I No.1 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,Kedai Kopi Kafe,"{'lat': -7.2950135, 'lng': 112.8013845}",3.3569120986109287,4.457544220283262,4.718128505611102
Kedai Senja Kopi,"Jl. Ngagel Jaya Utara No.120, RT.009/RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.2,Kedai Kopi,"{'lat': -7.2896074, 'lng': 112.7604494}",3.4804874376485198,2.2343669649628684,1.6020771678920043
Kedai Veskopi,"Jl. Gebang Putih No.107, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2848654, 'lng': 112.7850854}",1.6866116663787274,2.345604462027516,2.6087412026694
Kedai kopi,"Jl. Kalidami No.1A, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Kedai Kopi,"{'lat': -7.274868, 'lng': 112.7625494}",2.520633936018367,0.7954486091013772,0.11722206684670534
"Kedai Warkop ""Kopi Lawas""","Jl. Gebang Putih No.52, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2851467, 'lng': 112.7851669}",1.7180737288990033,2.372672643277175,2.6295886255852485
Kedai 27 Derajad,"Jl. Manyar Kartika Barat No.19, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60211, Indonesia",5.0,Kafe Restoran,"{'lat': -7.2924562, 'lng': 112.7642585}",3.396496138310115,2.4052055166315984,1.8878222908867566
KEDAI KOPI JOSS RENSY,"Jl. Mojo III No.16, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2694722, 'lng': 112.7652651}",2.1548730938521867,0.4396953563861203,0.7011220396191595
Kedai Sumber Bahagia,"Jl. Menur Pumpungan No.121, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2891923, 'lng': 112.7689078}",2.7875541338845573,1.9895712638220482,1.6392414338589323
Kedai Summerr,"Jl. Semampir Tengah V No.2, RT.004/RW.01, Medokan Semampir, Sukolilo, Surabaya, East Java 60119, Indonesia",5.0,Kafe,"{'lat': -7.3065659, 'lng': 112.7808911}",4.12191656185348,4.141960970577383,3.956578574851408
Kedai Hutan Tropis,"City Home Regency No.H12, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2932537, 'lng': 112.8106631}",3.872609515782018,5.223003956100916,5.57428179668407
Warteg Putri Sami Asih Semolowaru,"Jl. Semolowaru No.9a, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.3,Warung tegal,"{'lat': -7.3001417, 'lng': 112.7732699}",3.615982439539619,3.2447294728317595,2.94837003076904
Warteg Bu Erni,"Jl. Arief Rahman Hakim No.8 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.0,Warung tegal Restoran Jawa,"{'lat': -7.2897826, 'lng': 112.7833198}",2.239046608938858,2.6054914274980447,2.711005575008257
Warteg Aero Sukolilo,"PQ5W+XXM, Jl. Arief Rahman Hakim, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,Warung tegal,"{'lat': -7.2900379, 'lng': 112.7974251}",2.655826355487533,3.7828320185494655,4.0862549802856805
Warteg Orens Bahari 150 - Semolowaru,"Jl. Semolowaru No.176A, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.0,Warung tegal,"{'lat': -7.301198, 'lng': 112.78099}",3.527543064493816,3.5860996690237057,3.4538839110076403
Kharisma Bahari Charis,"PQ3H+JRF Rumah Pojok, Jl. Klampis Semolo No.72, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,Warung nasi,"{'lat': -7.2959355, 'lng': 112.7795336}",2.9745270698165176,2.9842286249091283,2.8861850089045125
Warteg Kekinian,"Bale Hinggil Apartment, Jl. Dr. Ir. H. Soekarno No.63, Medokan Semampir, Sukolilo, Surabaya, East Java 60119, Indonesia",5.0,Warung tegal,"{'lat': -7.3097583, 'lng': 112.7812869}",4.471107804533088,4.49268383884873,4.289907185714339
WARTEG SAMI ASIH,"PR93+23G, Jalan Gang Masjid, Kejawaan Putih Tamba, Mulyorejo, Surabaya, East Java 60112, Indonesia",2.9,Restoran Indonesia,"{'lat': -7.2825119, 'lng': 112.8027084}",2.43542921411972,3.9423937078336846,4.405223605265464
Warung Bu Tari,"Jl. Keputih Utara Gg. Langgar No.4 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,Restoran,"{'lat': -7.2877479, 'lng': 112.8004009}",2.6435631676895768,3.936238367440569,4.302378985876652
Warteg,"PQPF+9C9, Jl. Kaliwaron, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,Warung tegal,"{'lat': -7.2640929, 'lng': 112.7736005}",1.3837489338536393,0.9605240001884052,1.6955189575257463
Warteg ITA Barokah,"Jl. Semampir Sel. I No.A, RW.3, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",3.7,Warung tegal Restoran Jawa,"{'lat': -7.3092604, 'lng': 112.7781709}",4.4592731148508795,4.345710435355277,4.092264182801033
Depot Kang Ran 78,"Jl. Gubeng Kertajaya IX Raya No.21, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Restoran China,"{'lat': -7.2758012, 'lng': 112.7572188}",3.1169472202044015,1.3719647316662,0.6826071120706949
Depot Mentari,"Jl. Ngagel Madya No.2 B, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,Restoran Indonesia,"{'lat': -7.2877724, 'lng': 112.7599501}",3.3986731715532135,2.07551868579939,1.4166899623685925
Depot Slamet,"Jl. Dharmahusada No.6B, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran China Restoran Nasi Goreng Restoran Mie,"{'lat': -7.2660748, 'lng': 112.7563232}",3.166799498409815,1.493831671464478,1.3067827155508462
Depot Anugerah,"Jl. Ngagel Jaya Sel., Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,Restoran Rumah Makan Restoran Seafood,"{'lat': -7.2938718, 'lng': 112.7612694}",3.736336403098582,2.6437430076301323,2.056325978898286
Depot Monika Rasa,"Jl. Dharmahusada No.38, Mulyorejo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Restoran Asia,"{'lat': -7.2661113, 'lng': 112.7631577}",2.420304854067505,0.8486489286701187,1.0443192869544953
Depot 539,"Jl. Manyar Kertoarjo V No.39, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",3.9,Restoran,"{'lat': -7.2782669, 'lng': 112.7659147}",2.2905342998610703,0.8375076132655068,0.4142370429107864
Depot Mulyosari 212 Khas Madura (Ibu Choirul Anam),"Jl. Raya Mulyosari No.212, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.1,Restoran Nasi Goreng Restoran Jawa Timur,"{'lat': -7.266707, 'lng': 112.7959549}",1.274618729894706,3.0384534215577994,3.7215675651654014
Depot Cak Win,"Jl. Gubeng Kertajaya XIII E No.33, RT.06/RW.06, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran China Rumah Makan Restoran Halal Restoran Indonesia Restoran Jawa,"{'lat': -7.2771498, 'lng': 112.7613594}",2.71496874984169,1.0472138978159657,0.2903680446489141
Kedai Van Djava,"Jl. Karang Menjangan Gg. 2 No.16, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2691785, 'lng': 112.7618168}",2.5357400329775457,0.8055689045925792,0.7242865494840346
Coffee Times,"Jl. Keputih Gg. II A No.26a, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Bar Kopi Espresso,"{'lat': -7.2888452, 'lng': 112.7998662}",2.700655600904496,3.943030278156684,4.28716140956664
Kedai Kopi 7,"Jl. Medokan Semampir AWS No.02, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,Kedai Kopi,"{'lat': -7.3100178, 'lng': 112.7780792}",4.544012343253929,4.425207886429909,4.165714526333755
Kedai Kopi Adat,"Keputih Blok I D No. 53 Kavling 8, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60114, Indonesia",5.0,Kedai Kopi,"{'lat': -7.288005, 'lng': 112.7996574}",2.6131361720509334,3.8774219478355336,4.233970402110262
Kedai Kopi Serupa,"no, Jl. Mojo Kidul No.5 111, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2697704, 'lng': 112.7705856}",1.5678853451210586,0.26022923819728533,1.0168954806035395
Kedai Kopi Rimba,"Ko Bumi Marina Emas Bar No.21, RT.001/RW.06, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2937499, 'lng': 112.8034093}",3.37113755125676,4.561105875729979,4.857158946182125
Kedai Semampir,"No 37 Kav 6 E Sukolilo Timur, Jl. Raya Semampir Barat, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,Kedai Kopi,"{'lat': -7.305506, 'lng': 112.778622}",4.039341188187944,3.9548097191362275,3.735125249981152
Kedai Fannis,"Jl. Nginden Semolo No.64, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Kedai Kopi,"{'lat': -7.3001919, 'lng': 112.768279}",3.8491983093642053,3.213151038749887,2.7978580355169607
Kedai Kopi Tugas Negara - Dharmawangsa,"Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,Kedai Kopi,"{'lat': -7.270223, 'lng': 112.756263}",3.148201791420597,1.3880192797097288,0.9818416856860099
Kedai Ori San Antonio,"Pakuwon City, Ruko San Antonio Blok N 1 No.136-138, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.5,Kafe Restoran,"{'lat': -7.2650994, 'lng': 112.8062369}",2.4192341602703324,4.186515347167697,4.8644320135481935
Kedai Kopi & STMJ 5758,"Jl. Semolowaru No.42, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.3,Kedai Kopi,"{'lat': -7.3003859, 'lng': 112.7743157}",3.602750655717272,3.2909296144553704,3.0177596472697994
Kedai Warkop Sobat Sejati,"Jl. Nginden Semolo No.100 F, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.0,Kafe,"{'lat': -7.3002032, 'lng': 112.7718099}",3.682009197224287,3.2309945222732916,2.8992640610650366
Warkop Kedai Gaul,"Jl. Keputih Tegal Taman No.1, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2956834, 'lng': 112.8013469}",3.417394388372357,4.498696357649455,4.74918751592597
Kedai STMJ,"PQ65+77X, Jl. Ngagel Jaya Utara, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur, Indonesia",4.0,Kedai Kopi,"{'lat': -7.2892542, 'lng': 112.7582294}",3.6492127407077652,2.3119393627632934,1.6322723586787053
Warteg Orens Bahari 135 - Karang Menjangan,"Jl. Karang Menjangan No.93, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,Warung tegal,"{'lat': -7.2707468, 'lng': 112.7605142}",2.6812784323579946,0.9159990733237575,0.6169801923848843
Warteg Merdeka 45,"Jl. Dharmawangsa No.61A, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Restoran Indonesia,"{'lat': -7.275875, 'lng': 112.7561805}",3.2305567088244374,1.4819834484637295,0.7974001715843729
WARTEG KHARISMA BAHARI RGP,"Jl. Manyar Jaya V A No.36 C, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.0,Dapur Umum,"{'lat': -7.2974886, 'lng': 112.7688003}",3.5583851543872043,2.912043478392021,2.5165307577804077
WARTEG ORENS BAHARI,"PQH6+F7W, Jl. Airlangga, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,Restoran,"{'lat': -7.2712533, 'lng': 112.7606963}",2.664267790607918,0.8938600928535038,0.558496995540485
